index,index at directory,label,link,number of tokens,number of verbs,number of subjunctive and imperative verbs,number of adjectives,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,percentage of news with speeling errors,emotiveness,diversity
131,3396-meta.txt,fake,https://www.diariodobrasil.org/um-corrupto-a-menos-na-politica-ex-governador-de-minas-gerais-e-condenado-a-20-anos-de-prisao/,251,30,3,11,0,0,4,0.0,0.195876,0.656109
132,2414-meta.txt,fake,https://www.diariodobrasil.org/rio-2016-americana-da-exemplo-de-patriotismo-e-diz-remarei-atraves-da-mer-por-ti-america/,117,21,0,3,0,0,7,0.0224719,0.133333,0.820225
133,471-meta.txt,fake,https://www.diariodobrasil.org/mae-perde-bebe-e-loja-devolve-dinheiro-dos-moveis-vendemos-sonhos-nossos-moveis-nao-podem-te-dar-tristeza/,354,67,0,11,5,1,42,0.0,0.221429,0.591837
134,3119-meta.txt,fake,https://www.diariodobrasil.org/mais-invasao-mst-e-cut-ocupam-sede-do-governo-do-espirito-santo-cade-o-exercito/,165,16,0,4,0,0,10,0.0,0.1875,0.652482
135,486-meta.txt,fake,https://www.diariodobrasil.org/nem-lula-nem-bolsonaro-3-videntes-dizem-quem-sera-o-proximo-presidente-do-brasil/,258,27,3,16,0,0,17,0.00448431,0.282609,0.668161
136,1380-meta.txt,fake,https://www.diariodobrasil.org/abreu-se-irrita-ao-ser-comparado-com-mayer-cuspir-e-uma-coisa-enfiar-mao-nas-pernas-de-uma-mulher-e-outra/,155,28,1,3,0,0,11,0.0,0.190476,0.666667
137,2720-meta.txt,fake,https://www.diariodobrasil.org/lava-jato-vai-investigar-captadores-da-lei-rouanet-ator-cuspidor-oficial-do-pt-podera-ser-um-dos-alvos/,200,24,0,11,0,0,4,0.00558659,0.21519,0.625698
138,2226-meta.txt,fake,https://www.diariodobrasil.org/mendes-a-nao-cassacao-dos-direitos-de-dilma-e-algo-bizarro-erraram-no-beaba-do-direito-constitucional/,132,13,0,6,0,0,5,0.0,0.270833,0.641509
139,1732-meta.txt,fake,https://www.diariodobrasil.org/numero-de-mortos-por-febre-amarela-em-mg-pode-chegar-a-30-e-estado-tem-surto-de-medo-da-doenca/,393,54,2,28,0,0,14,0.00290698,0.311258,0.601744
140,145-meta.txt,fake,https://afolhabrasil.com.br/politica/dilma-vou-voltar-como-senadora-em-2018-voces-vao-ter-que-me-engolir/,859,128,4,33,10,0,63,0.00136612,0.268371,0.543716
141,3520-meta.txt,fake,https://www.diariodobrasil.org/cunha-volta-a-ameacar-o-planalto-ou-o-pt-me-salva-ou-vou-entregar-todo-mundo-nao-afundarei-sozinho/,326,49,2,9,1,0,19,0.0,0.119718,0.627119
142,302-meta.txt,fake,https://www.diariodobrasil.org/delator-entrega-tudo-com-medo-de-morrer-na-cadeia-teve-propina-ate-para-chavez-e-maduro/,146,29,0,2,0,0,9,0.0,0.213115,0.75969
143,2519-meta.txt,fake,https://www.diariodobrasil.org/cni-se-reune-com-temer-e-sugere-jornada-de-trabalho-de-80-horas-semanais2/,291,29,1,22,0,0,8,0.0,0.242991,0.578313
144,2503-meta.txt,fake,https://www.diariodobrasil.org/aliados-do-pt-dizem-que-dilma-tem-votos-suficientes-no-senado-para-retomar-o-poder/,191,35,1,6,0,0,6,0.0119048,0.129412,0.642857
145,1451-meta.txt,fake,https://www.diariodobrasil.org/em-2015-caminhoneiros-denunciaram-a-carne-fica-parada-20-dias-no-patio-e-entra-em-decomposicao/,289,40,0,13,0,0,8,0.0,0.245283,0.70339
146,63-meta.txt,fake,https://afolhabrasil.com.br/politica/pesquisa-aponta-bolsonaro-pode-vencer-no-primeiro-turno/,343,21,1,13,0,0,5,0.0,0.12,0.597701
147,2324-meta.txt,fake,https://www.diariodobrasil.org/faixa-presidencial-que-esta-desaparecida-foi-comprada-por-lula-por-r-55-mil/,184,25,0,8,0,0,7,0.0,0.223881,0.639241
148,1167-meta.txt,fake,https://www.diariodobrasil.org/tudo-ou-nada-stf-julga-hoje-acao-que-pode-restringir-o-foro-privilegiado-para-politicos/,138,17,2,4,0,0,6,0.0,0.142857,0.694215
149,3415-meta.txt,fake,https://www.diariodobrasil.org/pf-cada-vez-mais-perto-do-chefao-lula-e-intimado-a-depor-na-policia-federal/,170,21,2,5,0,0,3,0.0,0.109589,0.647799
150,1827-meta.txt,fake,https://www.diariodobrasil.org/alexandre-garcia-sobre-renan-calheiros-pobre-estado-brasileiro-podre-e-uma-republica-de-bananas/,61,5,1,6,0,0,1,0.0,0.333333,0.791667
151,2488-meta.txt,fake,https://www.diariodobrasil.org/mais-falso-que-nota-de-4-reais-lula-ataca-dilma-novamenteela-mexeu-no-bolso-do-trabalhador/,314,57,3,15,0,0,19,0.0,0.246032,0.650558
152,209-meta.txt,fake,http://www.thejornalbrasil.com.br/2017/02/deputada-do-pt-fatima-bezerra-esta.html,145,18,3,9,0,0,8,0.0145985,0.241379,0.686131
153,668-meta.txt,fake,https://www.diariodobrasil.org/kim-avisa-que-esta-quase-pronto-comecem-a-contagem-regressiva-para-o-tragico-fim-dos-eua/,323,44,1,28,0,0,17,0.0035461,0.325,0.58156
154,703-meta.txt,fake,https://www.diariodobrasil.org/paciente-com-cancer-descobre-que-seu-tumor-era-um-cone-de-playmobil-aspirado-em-1977/,288,44,0,10,1,0,15,0.00401606,0.182609,0.594378
155,1343-meta.txt,fake,https://www.diariodobrasil.org/urgente-china-e-russia-enviam-navios-para-acompanhar-o-uss-carl-vinson/,128,17,0,8,0,0,2,0.0,0.267857,0.733333
156,838-meta.txt,fake,https://www.diariodobrasil.org/quantas-armas-nucleares-possuem-donald-trump-e-kim-jong-un03/,306,36,2,29,0,0,19,0.00738007,0.405941,0.634686
157,2717-meta.txt,fake,https://www.diariodobrasil.org/nova-secretaria-de-politica-para-mulheres-nomeada-por-temer-e-suspeita-de-articulacao-criminosa/,193,29,1,9,1,0,5,0.0,0.15,0.688235
158,2485-meta.txt,fake,https://www.diariodobrasil.org/porquice-ana-maria-derruba-mosca-em-comida-e-diz-que-comer-inseto-e-bom-pra-saude/,173,33,1,9,0,0,7,0.0227273,0.214286,0.704545
159,789-meta.txt,fake,https://www.diariodobrasil.org/lula-e-denunciado-por-venda-de-medida-provisoria/,112,11,0,6,0,0,2,0.0,0.214286,0.764706
160,1881-meta.txt,fake,https://www.diariodobrasil.org/renan-cospe-na-cara-do-brasileiro-e-ameaca-a-lava-jato-o-mais-impressionante-e-que-o-stf-esta-mudo1901/,369,66,3,17,0,0,17,0.0,0.191083,0.597523
161,2856-meta.txt,fake,https://www.diariodobrasil.org/assassina-que-matou-a-propria-mae-recebe-indulto-para-comemorar-dia-das-maes/,242,33,0,15,0,0,4,0.0,0.186275,0.631336
162,1548-meta.txt,fake,https://www.diariodobrasil.org/juca-analisa-o-fim-do-foro-privilegiado-e-mistura-politica-com-kama-sutra-se-acabar-que-seja-uma-suruba/,265,42,2,14,0,0,14,0.00442478,0.271845,0.650442
163,117-meta.txt,fake,https://afolhabrasil.com.br/politica/senado-julgara-impeachment-de-gilmar-mendes/,341,30,0,12,0,0,12,0.0,0.168,0.589744
164,960-meta.txt,fake,https://www.diariodobrasil.org/fotografo-tem-equipamento-de-us-40-mil-roubado-e-elogia-ladroes-do-rj/,152,29,1,5,2,0,15,0.0,0.189655,0.706349
165,1931-meta.txt,fake,https://www.diariodobrasil.org/em-depoimento-de-delcidio-advogados-de-lula-batem-boca-desrespeitam-sergio-moro-e-chamam-curitiba-de-roca/,370,66,3,8,1,0,11,0.0,0.11875,0.567823
166,2272-meta.txt,fake,https://www.diariodobrasil.org/lula-acha-que-e-deus-petista-desembarca-em-brasilia-e-diz-que-quer-ver-o-judas-iscariotes-de-frente/,194,33,0,8,0,0,9,0.0,0.21519,0.660714
167,1387-meta.txt,fake,https://www.diariodobrasil.org/urgente-trump-autoriza-ataque-e-eua-bombardeiam-siria-com-mais-de-50-misseis/,180,28,1,12,0,0,4,0.0180723,0.294872,0.716867
168,931-meta.txt,fake,https://www.diariodobrasil.org/herdeira-de-banco-doa-tralhas-de-grife-para-lula-bolsa-chanel-anel-de-diamantes-sandalias-usadas-etc/,288,38,3,6,0,0,6,0.00858369,0.163636,0.596566
169,3563-meta.txt,fake,https://www.diariodobrasil.org/viva-la-cuba-ministro-da-injustica-vai-editar-mp-provisoria/,356,60,5,10,0,0,14,0.0,0.13986,0.580328
170,3582-meta.txt,fake,https://www.diariodobrasil.org/cunha-esta-deixando-um-rastro-de-destruicao-no-pais-igrejas-poderao-questionar-leis-no-stf/,290,25,2,16,0,0,6,0.0,0.198198,0.644269
171,2507-meta.txt,fake,https://www.diariodobrasil.org/lula-e-o-cara-se-eu-soubesse-que-a-odebrecht-era-corrupta-nao-teria-feito-palestras-para-eles/,101,20,2,3,2,0,12,0.0361446,0.219512,0.722892
172,440-meta.txt,fake,https://www.diariodobrasil.org/nao-foi-por-falta-de-aviso-em-2009-barbosa-alertou-gilmar-mendes-esta-destruindo-a-justica-do-pais/,157,17,2,1,4,0,15,0.0,0.127273,0.593496
173,2191-meta.txt,fake,https://www.diariodobrasil.org/stf-da-um-basta-em-lula-e-o-fim-dos-recursos-do-ex-presidente-para-tentar-fugir-de-sergio-moro/,267,36,2,10,0,0,15,0.0,0.12037,0.589431
174,2138-meta.txt,fake,https://www.diariodobrasil.org/em-tarde-de-autografos-escritor-ziraldo-da-uma-cantada-em-fa-e-se-da-mal-machistaescroto-e-nojento/,155,24,1,9,4,0,12,0.0078125,0.396226,0.789062
175,1044-meta.txt,fake,https://www.diariodobrasil.org/a-deselegancia-de-zeze-passar-a-mulher-da-gente-pra-tras-e-facil-dificil-e-passar-para-frente20/,80,13,1,5,0,0,5,0.0,0.366667,0.666667
176,229-meta.txt,fake,http://www.thejornalbrasil.com.br/2017/03/ministerio-da-saude-informa-anti.html,218,33,1,14,0,0,9,0.0100503,0.290698,0.693467
177,2622-meta.txt,fake,https://www.diariodobrasil.org/governo-temer-cancela-entrada-de-100-mil-refugiados-sirios-no-brasil/,166,17,0,7,0,0,0,0.0,0.19697,0.66443
178,2922-meta.txt,fake,https://www.diariodobrasil.org/vandalismo-jean-wyllys-cospe-em-deputado-e-podera-perder-o-mandato-por-falta-de-decoro/,90,18,3,3,2,0,7,0.0125,0.176471,0.8125
179,3003-meta.txt,fake,https://www.diariodobrasil.org/8-em-cada-10-brasileiros-desaprovam-o-governo-dilma-os-2-que-sobraram-sic-recebem-bolsa-familia/,185,18,0,14,0,0,5,0.0,0.38983,0.758389
180,1747-meta.txt,fake,https://www.diariodobrasil.org/temer-demite-secretario-que-sugeriu-uma-chacina-por-semana-para-melhorar-o-brasil/,211,35,0,9,0,0,14,0.0,0.259259,0.716867
181,1606-meta.txt,fake,https://www.diariodobrasil.org/morre-marisa-leticia-familia-de-lula-autoriza-doacao-de-orgaos-da-ex-primeira-dama03/,286,28,0,9,0,0,12,0.0,0.12037,0.614173
182,871-meta.txt,fake,https://www.diariodobrasil.org/apos-dizer-que-inventou-o-hamburguer-coreia-do-norte-anuncia-cura-da-aids-cancer-e-ebola/,305,49,0,19,0,0,10,0.00369004,0.278689,0.664207
183,2463-meta.txt,fake,https://www.diariodobrasil.org/lula-ofende-pessoas-humildes-em-discurso-e-so-dar-r-500-para-cada-pobre-que-o-pais-volta-a-crescer/,292,46,0,26,0,0,14,0.0,0.33945,0.564
184,1973-meta.txt,fake,https://www.diariodobrasil.org/zuckerberg-se-manifesta-com-relacao-as-eleicoes-americanas-acredito-nas-pessoas-nao-somos-juizes-da-verdade13/,334,59,9,24,1,2,34,0.00682594,0.387931,0.590444
185,2561-meta.txt,fake,https://www.diariodobrasil.org/a-pf-trabalha-arduamente-e-investiga-o-juiz-manda-prender-ai-vem-dias-toffoli-e-manda-soltar/,201,33,0,8,0,0,5,0.0,0.328767,0.676647
186,1845-meta.txt,fake,https://www.diariodobrasil.org/fim-da-linha-odebrecht-coloca-a-empresa-em-primeiro-lugar-e-da-adeus-a-lula-tchau-papudo/,112,17,1,8,0,0,2,0.0,0.295455,0.785714
187,2807-meta.txt,fake,https://www.diariodobrasil.org/senador-propoe-medida-drastica-que-todo-o-executivo-e-o-legislativo-renuncie-aos-mandatos/,140,25,2,8,0,0,7,0.0,0.20339,0.699187
188,3578-meta.txt,fake,https://www.diariodobrasil.org/vitor-belfort-vence-luta-no-mma-sp-e-manda-recado-ao-vivo-fora-dilma-fora-governo-corrupto/,136,16,0,6,1,0,10,0.0,0.244898,0.738318
189,900-meta.txt,fake,https://www.diariodobrasil.org/exercicios-militares-dos-eua-marcados-para-amanha-serao-como-jogar-gasolina-no-fogo-diz-kim-jong-un/,338,39,4,27,0,1,13,0.0,0.408696,0.641196
190,2962-meta.txt,fake,https://www.diariodobrasil.org/maluf-consegue-tirar-seu-nome-da-lista-de-criminosos-da-interpol-e-diz-quero-ser-canonizado-pelo-papa/,174,28,1,6,1,0,7,0.0130719,0.222222,0.673203
191,2823-meta.txt,fake,https://www.diariodobrasil.org/o-video-que-virou-piada-na-internet-os-4-patetas-comemorando-a-anulacao-do-impeachment/,80,9,0,3,0,0,4,0.0149254,0.25,0.820895
192,2544-meta.txt,fake,https://www.diariodobrasil.org/atriz-global-causa-revolta-ao-dizer-que-quem-nao-doa-para-o-crianca-esperanca-e-pao-duro/,204,40,0,7,1,0,12,0.0,0.311688,0.564417
193,2468-meta.txt,fake,https://www.diariodobrasil.org/125-cientistas-internacionais-oxford-harvard-e-yale-sugerem-cancelamento-imediato-das-olimpiadas/,251,33,1,13,0,0,6,0.00456621,0.207921,0.639269
194,968-meta.txt,fake,https://www.diariodobrasil.org/impressionante-garotinha-de-4-anos-fala-7-idiomas-fluentemente/,123,18,0,12,2,0,11,0.0,0.473684,0.842105
195,886-meta.txt,fake,https://www.diariodobrasil.org/video-mostra-cupula-do-vaticano-adorando-lucifer-%e2%99%aa%e2%99%ab-cristo-e-seu-filho-que-voltou-do-inferno-%e2%99%ab%e2%99%aa/,105,16,0,7,0,0,5,0.0,0.25,0.842697
196,1050-meta.txt,fake,https://www.diariodobrasil.org/uruguai-vai-cortar-relacoes-com-o-brasil-nao-negociamos-com-presidente-golpista/,149,24,2,6,0,0,2,0.0,0.222222,0.615385
197,791-meta.txt,fake,https://www.diariodobrasil.org/estou-convencido-de-que-ele-me-gravou-disse-gilmar-mendes-sobre-joesley-batista/,232,42,0,7,2,0,19,0.0,0.184783,0.629442
198,2572-meta.txt,fake,https://www.diariodobrasil.org/toffoli-revoga-prisao-de-paulo-bernardo-e-alega-flagrante-constrangimento-ilegal/,173,31,2,10,0,0,6,0.0,0.166667,0.66879
199,1707-meta.txt,fake,https://www.diariodobrasil.org/falta-de-seguranca-fora-dos-presidios-reporter-da-globo-news-e-agredida-violentamente-durante-link-ao-vivo/,147,19,0,7,0,0,0,0.0,0.254545,0.682171
200,3435-meta.txt,fake,https://www.diariodobrasil.org/mais-um-registro-do-fascismo-petista-deputados-black-blocs-do-pt-quebram-dez-urnas-no-congresso/,41,4,0,2,0,0,1,0.0571429,0.166667,0.828571
201,2412-meta.txt,fake,https://www.diariodobrasil.org/comite-da-australia-vai-se-encontrar-com-prefeito-do-rio-vamos-fazer-piada-com-a-cara-dele-tambem/,200,35,0,6,0,0,9,0.0,0.139535,0.638554
202,2439-meta.txt,fake,https://www.diariodobrasil.org/rio-de-janeiro-chuta-pacientes-para-fora-dos-hospitais-e-cancela-cirurgias-para-atender-demanda-olimpica/,99,17,0,3,0,0,3,0.0,0.155556,0.755814
203,1301-meta.txt,fake,https://www.diariodobrasil.org/coreia-do-norte-envia-carta-para-paises-asiaticos-e-cita-holocausto-nuclear/,243,24,1,12,0,0,7,0.0,0.147368,0.638095
204,2029-meta.txt,fake,https://www.diariodobrasil.org/renan-pede-reuniao-de-emergencia-com-temer-e-carmen-lucia-o-presidente-do-senado-esta-esperneando/,242,40,2,11,0,0,10,0.00485437,0.222222,0.650485
205,423-meta.txt,fake,https://www.diariodobrasil.org/consumo-de-sushi-tem-causado-graves-infeccoes-por-parasitas-em-todo-o-mundo19/,364,56,3,21,0,0,12,0.0216049,0.25,0.62963
206,822-meta.txt,fake,https://www.diariodobrasil.org/trump-convoca-reuniao-de-emergencia-ataque-a-coreia-pode-acontecer-a-qualquer-momento59/,132,15,0,10,0,0,8,0.0,0.245283,0.697479
207,2614-meta.txt,fake,https://www.diariodobrasil.org/olimpiadas-da-vergonha-atleta-paralimpica-da-australia-e-assaltada-no-rio/,154,27,0,5,0,0,3,0.0,0.184615,0.714286
208,2321-meta.txt,fake,https://www.diariodobrasil.org/deputado-tucano-diz-que-aprovar-pacote-anticorrupcao-e-como-voltar-a-idade-media23/,151,26,1,4,0,0,4,0.00840336,0.131148,0.722689
209,3349-meta.txt,fake,https://www.diariodobrasil.org/ouca-o-que-disse-um-general-de-brigada-do-exercito-no-ultimo-dia-31122015/,59,7,3,3,0,1,4,0.0,0.285714,0.87037
210,1292-meta.txt,fake,https://www.diariodobrasil.org/general-americano-admite-que-nao-pode-parar-kim-se-ele-quiser-pode-destruir-seul-em-minutos/,346,56,8,20,0,0,13,0.00320513,0.322835,0.570513
211,3124-meta.txt,fake,https://www.diariodobrasil.org/plantao-do-stf-neste-domingo-esta-provocando-corre-corre-de-advogados-politicos-temem-ser-presos/,172,33,1,6,0,0,10,0.0,0.207792,0.736842
212,3423-meta.txt,fake,https://www.diariodobrasil.org/dilma-convida-ministro-do-supremo-para-jantar-e-recebe-resposta-a-altura/,120,20,1,6,0,0,4,0.0,0.208333,0.752381
213,105-meta.txt,fake,https://afolhabrasil.com.br/politica/temer-reduz-equipe-da-lava-jato-e-corta-verba-da-policia-federal/,842,94,0,18,1,0,27,0.0,0.177632,0.515278
214,2419-meta.txt,fake,https://www.diariodobrasil.org/delegacao-da-bielorussia-aumenta-o-coro-das-reclamacoes-olimpicas-local-porco-insalubre-e-inabitavel/,140,19,1,10,0,0,3,0.00854701,0.25,0.811966
215,435-meta.txt,fake,https://www.diariodobrasil.org/sem-comida-e-papel-higienico-maduro-faz-demonstracao-do-poderio-militar/,153,19,0,10,0,0,5,0.00740741,0.275862,0.725926
216,595-meta.txt,fake,https://www.diariodobrasil.org/mae-de-luana-piovani-detona-anitta-com-esse-dinheiro-todo-e-nao-arruma-essa-orelha-de-belzebu/,255,43,3,6,3,0,18,0.0294118,0.202128,0.607843
217,684-meta.txt,fake,https://www.diariodobrasil.org/jornalista-defende-exposicao-de-homem-nu-mas-diz-que-criancas-nao-devem-ouvir-anitta/,182,31,1,5,0,0,7,0.00657895,0.2125,0.690789
218,91-meta.txt,fake,https://afolhabrasil.com.br/politica/psc-desiste-de-bolsonaro-e-deve-lancar-outro-nome-para-o-planalto-em-2018/,243,34,3,6,0,0,17,0.0046729,0.189474,0.602804
219,1375-meta.txt,fake,https://www.diariodobrasil.org/zelador-do-triplex-foi-demitido-porque-confirmou-em-depoimento-que-ap-era-de-lula/,148,27,0,2,3,0,6,0.008,0.125,0.68
220,2048-meta.txt,fake,https://www.diariodobrasil.org/pl280-cuidado-projeto-criminoso-podera-acabar-com-a-lava-jato-e-proteger-politicos-corruptos/,341,56,7,20,0,0,14,0.0,0.18705,0.616393
221,1537-meta.txt,fake,https://www.diariodobrasil.org/dois-pesos-e-duas-medidas/,110,20,1,2,0,0,4,0.0117647,0.173913,0.823529
222,852-meta.txt,fake,https://www.diariodobrasil.org/video-eua-e-coreia-do-sul-disparam-fogo-real-usando-bobardeiros-b-1b-e-cacas-f-35b-stealth/,141,8,0,7,0,0,1,0.00724638,0.203704,0.630435
223,3269-meta.txt,fake,https://www.diariodobrasil.org/baderneiros-do-mpl-jogam-garrafa-em-prefeito-de-sp-durante-entrevista-governador-escapou-e-saiu-pelos-fundos/,159,22,0,5,0,0,6,0.0,0.184615,0.708955
224,2904-meta.txt,fake,https://www.diariodobrasil.org/com-a-mesma-lengalenga-de-sempre-lula-discursa-em-sp-e-diz-que-o-pt-tirou-milhoes-da-pobreza/,148,21,0,6,0,0,7,0.0,0.352941,0.646154
225,868-meta.txt,fake,https://www.diariodobrasil.org/mendes-humilha-advogado-no-stf-eu-sou-ministro-advogado-e-advogado/,195,40,0,2,3,0,12,0.0,0.137931,0.617284
226,3180-meta.txt,fake,https://www.diariodobrasil.org/delcidio-coloca-fogo-no-circo-se-cassarem-meu-mandato-arrasto-metade-do-senado-junto/,225,29,3,7,2,0,13,0.0,0.148936,0.670157
227,2961-meta.txt,fake,https://www.diariodobrasil.org/audio-vaza-no-whatsapp-e-jornalista-mostra-a-farra-do-pt-e-de-lula-com-o-dinheiro-publicow/,148,27,2,5,1,0,13,0.015625,0.262295,0.734375
228,799-meta.txt,fake,https://www.diariodobrasil.org/fundador-do-pt-infelizmente-eu-tambem-sou-responsavel-por-isso-lula-e-um-oportunista/,123,9,0,5,1,0,5,0.0,0.216216,0.698113
229,928-meta.txt,fake,https://www.diariodobrasil.org/video-mostra-momento-em-que-alarme-de-evacuacao-soa-em-pyongyang-capital-da-coreia-norte/,129,22,0,8,0,0,8,0.0,0.236364,0.715447
230,1013-meta.txt,fake,https://www.diariodobrasil.org/diogo-portugal-da-conselho-valioso-para-lula-viu-o-eike-corre-e-compra-um-diploma-ainda-da-tempo/,133,21,0,5,0,0,5,0.0,0.28,0.747573
231,1932-meta.txt,fake,https://www.diariodobrasil.org/imigrantes-ateiam-fogo-em-centro-de-refugiados-porque-nao-havia-nutella-para-comer/,151,27,0,3,0,0,2,0.0,0.117647,0.719697
232,3228-meta.txt,fake,https://www.diariodobrasil.org/fiocruz-alerta-que-virus-zika-pode-ser-transmitido-por-saliva-e-urina/,14,4,0,1,0,0,0,0.0833333,0.125,1.0
233,3297-meta.txt,fake,https://www.diariodobrasil.org/dilma-convida-pablo-escobar-para-compor-conselhao-do-governo/,98,15,0,4,0,0,1,0.0123457,0.133333,0.814815
234,94-meta.txt,fake,https://afolhabrasil.com.br/politica/temer_policia_federal/,247,32,1,12,0,0,10,0.00438596,0.24,0.609649
235,3306-meta.txt,fake,https://www.diariodobrasil.org/primeira-aparicao-do-petista-chico-buarque-na-imprensa-foi-na-ronda-policial/,272,34,0,9,1,0,14,0.0,0.20202,0.651376
236,3421-meta.txt,fake,https://www.diariodobrasil.org/r7-video-completo-do-ultimate-fighter-brasilia-a-vergonha-que-esta-percorrendo-o-mundo/,85,7,0,2,0,0,2,0.0,0.15625,0.849315
237,384-meta.txt,fake,https://www.diariodobrasil.org/norte-coreanos-praticam-canibalismo-para-sobreviver-diz-documentario-espanhol/,250,41,4,12,0,0,13,0.00446429,0.2,0.709821
238,1638-meta.txt,fake,https://www.diariodobrasil.org/angustiado-e-doente-russo-morre-aos-85-anos-a-globo-foi-covarde-eles-me-abandonaram/,102,18,1,2,3,0,10,0.0,0.128205,0.780488
239,2111-meta.txt,fake,https://www.diariodobrasil.org/apos-ser-chamado-de-mr-fora-temer-na-china-presidente-visita-a-argentina-e-e-tratado-como-fuera-temer/,106,15,0,2,0,0,0,0.0,0.113636,0.707317
240,141-meta.txt,fake,https://afolhabrasil.com.br/politica/aecio-neves-mostra-sua-verdadeira-face/,328,41,1,23,0,0,18,0.0,0.333333,0.64726
241,2542-meta.txt,fake,https://www.diariodobrasil.org/jorge-kajuru-continua-desaparecido-boatos-chegam-a-apontar-morte-por-desavencas-politicas/,205,28,0,7,0,1,6,0.0168539,0.11828,0.685393
242,1428-meta.txt,fake,https://www.diariodobrasil.org/na-sentenca-condenatoria-de-cunha-moro-faz-homenagem-a-teori-jamais-sera-esquecido/,134,15,0,6,0,0,2,0.0,0.173077,0.582609
243,3151-meta.txt,fake,https://www.diariodobrasil.org/urgente-instituto-lula-divulga-que-ex-presidente-nao-ira-depor-no-proximo-dia-03/,140,20,1,5,0,0,1,0.0,0.166667,0.736
244,2295-meta.txt,fake,https://www.diariodobrasil.org/janaina-paschoal-advogada-e-autora-do-pedido-de-impeachment-vai-cair-muita-gente-e-tem-que-cair23/,245,47,2,6,0,0,14,0.0,0.137255,0.658654
245,2310-meta.txt,fake,https://www.diariodobrasil.org/agencia-internacional-de-noticias-faz-perfil-de-galvao-conhecido-pelos-desentendimentos-com-convidados/,151,23,0,6,0,0,6,0.0,0.15,0.721311
246,1073-meta.txt,fake,https://www.diariodobrasil.org/carta-psicografada-de-cassia-eller-emociona-reencarnarei-numa-comunidade-carente-no-interior-do-brasil/,157,28,1,3,0,0,3,0.0,0.151515,0.734848
247,1817-meta.txt,fake,https://www.diariodobrasil.org/wyllys-diz-que-esta-sendo-punido-por-ser-homossexual-nao-jean-voce-esta-sendo-punido-porque-e-porco-e-nao-teve-decoro/,181,33,0,9,0,0,6,0.0,0.256757,0.575949
248,1688-meta.txt,fake,https://www.diariodobrasil.org/antes-da-confirmacao-da-morte-de-teori-zavascki-senador-postou-mensagem-estranha-no-twitter/,148,22,1,5,1,0,6,0.0252101,0.2,0.722689
